timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,fullName
4884:38,67,28,40,466,205,121,5,26,443:01,4099:25,40,6.0,5,0,0,1,342:12,207,-9,95,5741,23:49,19:59,01:40,02:09,Miro Heiskanen
740:43,10,3,32,53,55,131,0,0,01:25,729:04,32,5.7,0,0,0,0,10:14,39,2,13,1069,13:28,13:15,00:11,00:01,Andreas Borgman
355:33,0,5,10,34,33,39,1,1,36:48,318:20,10,44.6,14.7,1,0,0,0,00:25,5,-6,5,539,10:46,09:38,00:00,01:06,Joel L'Esperance
324:38,2,3,23,31,26,47,2,3,36:19,277:08,23,45.0,9.7,0,0,0,0,11:11,10,0,5,483,12:29,10:39,00:25,01:23,Ty Dellandrea
433:37,5,7,10,44,37,57,1,1,22:14,409:42,10,14.3,15.9,0,0,0,0,01:41,14,2,12,663,11:43,11:04,00:02,00:36,Joel Kiviranta
22164:15,368,316,718,3214,1232,3597,105,197,3272:47,17280:51,718,43.4,9.8,42,9,6,13,1610:37,356,-33,684,28595,17:59,14:01,01:18,02:39,Dustin Brown
21195:41,310,99,665,2021,925,1432,46,177,2563:00,16465:39,665,42.1,4.9,9,4,1,2,2167:02,1762,-36,409,25647,22:54,17:48,02:20,02:46,Alexander Edler
23759:39,654,346,304,2718,1129,1055,98,358,3771:03,17886:41,304,52.5,12.7,57,9,13,22,2101:55,740,69,1000,28534,21:02,15:50,01:51,03:20,Anze Kopitar
25606:30,411,125,661,2064,975,1714,65,237,3406:22,19802:00,661,33.3,6.1,27,7,2,9,2398:08,1274,29,536,29036,26:15,20:18,02:27,03:29,Drew Doughty
6481:52,144,55,178,637,392,473,1,12,278:56,5478:31,178,53.1,8.6,8,1,1,5,724:25,243,44,199,9055,16:32,13:58,01:50,00:42,Phillip Danault
8712:30,99,29,124,668,468,600,4,21,349:12,7563:46,124,4.3,7,0,1,4,799:32,728,53,128,11436,18:36,16:09,01:42,00:44,Olli Maatta
5146:48,85,94,144,773,350,151,8,26,569:29,4488:40,144,42.5,12.2,13,4,1,1,88:39,123,-82,179,6885,14:42,12:49,00:15,01:37,Andreas Athanasiou
4613:09,77,55,162,544,312,318,7,35,555:58,3854:37,162,40.9,10.1,10,2,3,6,202:34,84,-30,132,6484,14:47,12:21,00:38,01:46,Adrian Kempe
1897:18,24,23,313,209,180,414,2,5,128:41,1726:42,313,32.6,11.0,2,0,1,2,41:55,110,-8,47,2642,10:32,09:35,00:13,00:42,Brendan Lemieux
6376:57,112,127,172,1114,385,143,17,33,791:20,5281:47,172,33.0,11.4,25,2,10,13,303:50,217,45,239,8350,16:33,13:43,00:47,02:03,Viktor Arvidsson
1778:55,18,22,70,258,171,384,0,0,13:02,1762:11,70,29.4,8.5,1,0,0,0,03:42,38,-17,40,2577,10:24,10:18,00:01,00:04,Austin Wagner
958:08,13,5,14,70,61,19,0,3,95:08,857:03,14,7.1,1,0,0,0,05:57,47,-6,18,1237,15:42,14:03,00:05,01:33,Christian Wolanin
2543:26,26,8,26,203,139,231,0,2,25:29,2296:38,26,3.9,1,0,0,1,221:19,214,15,34,3138,18:17,16:31,01:35,00:11,Matt Roy
976:47,10,11,30,108,75,171,0,3,79:02,897:06,30,42.9,10.2,4,0,0,0,00:39,30,-12,21,1300,13:01,11:57,00:00,01:03,Carl Grundstrom
1583:13,23,18,26,174,123,113,1,2,75:35,1375:30,26,30.4,10.3,0,0,2,3,132:08,34,-8,41,2236,12:52,11:10,01:04,00:36,Trevor Moore
558:23,5,7,6,45,43,60,1,1,43:53,481:42,6,43.5,15.6,2,0,0,0,32:48,22,-12,12,760,12:59,11:12,00:45,01:01,Jaret Anderson-Dolan
1252:23,10,2,30,61,60,76,0,0,04:31,1130:34,30,3.3,2,0,0,2,117:18,84,4,12,1401,20:52,18:50,01:57,00:04,Mikey Anderson
925:05,17,13,10,84,64,19,4,6,118:24,794:58,10,46.8,15.5,3,0,0,0,11:43,23,-8,30,1263,14:27,12:25,00:10,01:51,Gabriel Vilardi
973:30,9,6,45,82,89,97,0,0,08:59,890:58,45,43.5,7.3,0,0,1,1,73:33,28,-24,15,1435,10:56,10:00,00:49,00:06,Lias Andersson
4931:32,77,54,52,537,282,215,12,25,506:35,4156:27,52,40.5,10.1,8,2,0,0,268:30,173,-14,131,6350,17:29,14:44,00:57,01:47,Alex Iafallo
2774:18,39,13,52,274,156,167,1,7,135:32,2488:35,52,4.7,0,0,0,0,150:11,196,-33,52,3434,17:47,15:57,00:57,00:52,Sean Walker
80:18,0,1,2,8,7,7,0,0,05:39,74:29,2,53.8,12.5,0,0,0,0,00:10,3,-5,1,109,11:28,10:38,00:01,00:48,Rasmus Kupari
1439:33,24,9,36,130,107,74,2,3,79:17,1235:10,36,50.4,6.9,0,0,2,3,125:06,44,-3,33,2112,13:27,11:32,01:10,00:44,Blake Lizotte
594:44,5,1,14,30,36,28,0,0,03:16,547:10,14,3.3,0,0,0,0,44:18,34,-7,6,742,16:31,15:11,01:13,00:05,Tobias Bjornfot
7111:22,91,67,86,734,500,244,2,9,177:23,6065:26,86,38.2,9.1,10,0,6,10,868:33,274,-25,158,10129,14:13,12:07,01:44,00:21,Matt Nieto
25959:10,506,217,721,3234,1169,1410,76,258,3390:13,20535:35,721,45.5,6.7,40,15,2,15,2033:22,1406,-20,723,31803,22:12,17:34,01:44,02:54,Brent Burns
15504:39,240,170,371,1713,1066,1125,9,28,595:27,13311:22,371,40.4,9.9,30,3,20,28,1597:50,449,32,410,22374,14:32,12:29,01:29,00:33,Andrew Cogliano
23534:44,259,73,410,1478,1086,573,11,67,1358:48,19400:22,410,0.0,4.9,12,3,2,10,2775:34,1830,114,332,29142,21:40,17:51,02:33,01:15,Marc-Edouard Vlasic
10639:15,176,132,197,1055,681,262,25,52,1097:10,8314:08,197,49.9,12.5,15,1,2,3,1227:57,706,72,308,14769,15:37,12:12,01:48,01:36,Nick Bonino
13939:39,304,273,214,2146,768,545,73,174,2199:37,10769:41,214,48.4,12.7,48,5,11,18,970:21,654,40,577,18811,18:09,14:01,01:15,02:51,Logan Couture
20176:45,482,143,372,2244,788,660,35,236,2985:07,16148:12,372,0.0,6.4,27,6,2,7,1043:26,1099,-63,625,21558,25:36,20:29,01:19,03:47,Erik Karlsson
14499:03,242,264,988,2730,769,1707,47,91,1655:38,11996:45,988,45.4,9.7,37,4,14,19,846:40,317,-67,506,17510,18:51,15:36,01:06,02:09,Evander Kane
8634:55,172,151,162,1125,503,516,33,62,1093:44,7076:26,162,52.9,13.4,27,3,5,8,464:45,347,0,323,11549,17:10,14:04,00:55,02:10,Tomas Hertl
642:13,4,1,14,38,43,38,0,0,02:51,553:28,14,2.6,0,0,0,0,85:54,59,-4,5,902,14:56,12:52,01:59,00:03,Jaycob Megna
5035:08,115,62,159,660,339,223,9,51,713:40,4304:46,159,32.1,9.4,14,4,0,0,16:42,92,-40,177,6560,14:51,12:41,00:02,02:06,Kevin Labanc
146:12,3,0,13,10,14,21,0,0,00:00,137:16,13,0.0,0,0,0,0,08:56,8,-5,3,211,10:26,09:48,00:38,00:00,Jacob Middleton
5029:09,100,88,180,899,317,498,13,33,490:32,4410:16,180,40.9,9.8,9,2,0,1,128:21,155,-15,188,6641,15:51,13:54,00:24,01:32,Timo Meier
369:38,9,3,11,46,32,37,0,1,21:47,347:51,11,25.0,6.5,0,0,0,0,00:00,7,-5,12,508,11:33,10:52,00:00,00:40,Nick Merkley
67:08,1,0,0,6,7,5,0,0,00:00,64:57,0,0.0,0,0,0,0,02:11,6,1,1,101,09:35,09:16,00:18,00:00,Nicolas Meloche
1230:00,20,14,26,137,92,118,3,5,125:53,1080:11,26,8.3,10.2,4,0,0,0,23:56,60,-15,34,1632,13:22,11:44,00:15,01:22,Rudolfs Balcers
166:09,2,1,2,15,15,39,0,1,16:21,149:48,2,50.0,6.7,0,0,0,0,00:00,2,-2,3,230,11:04,09:59,00:00,01:05,Lane Pederson
81:46,0,1,14,6,8,5,0,0,06:20,75:26,14,16.7,0,0,0,0,00:00,6,-4,1,118,10:13,09:25,00:00,00:47,Joachim Blichfeld
1483:39,13,10,32,98,110,130,0,1,39:14,1282:41,32,44.9,10.2,2,0,1,1,161:44,86,-26,23,2009,13:29,11:39,01:28,00:21,Dylan Gambrell
79:57,0,0,23,10,11,22,0,0,00:00,79:57,23,0.0,0,0,0,0,00:00,0,-7,0,120,07:16,07:16,00:00,00:00,Jeffrey Viel
2224:58,25,3,52,121,117,275,0,4,77:16,1941:41,52,2.5,0,0,0,1,206:01,154,-21,28,2782,19:01,16:35,01:45,00:39,Mario Ferraro
48:46,2,0,2,8,5,7,0,0,00:00,48:45,2,33.3,0.0,0,0,0,0,00:01,1,-2,2,66,09:45,09:45,00:00,00:00,Alexander Chmelevski
2016:59,19,5,37,107,129,234,0,0,06:47,1840:53,37,4.7,1,0,0,0,169:19,143,-15,24,2733,15:38,14:16,01:18,00:03,Radim Simek
494:51,10,3,2,60,44,25,1,1,39:59,454:03,2,0.0,5.0,0,0,0,0,00:49,17,-7,13,708,11:14,10:19,00:01,00:54,John Leonard
433:41,5,4,10,44,38,33,0,0,01:23,400:47,10,47.4,9.1,1,0,0,1,31:31,20,-2,9,635,11:24,10:32,00:49,00:02,Joel Kellman
969:56,8,2,41,51,59,88,0,0,02:25,918:35,41,3.9,1,0,0,0,48:56,58,-10,10,1276,16:26,15:34,00:49,00:02,Nikolai Knyzhov
270:52,5,3,6,23,22,7,1,1,29:28,241:24,6,13.0,1,0,0,0,00:00,14,1,8,329,12:18,10:58,00:00,01:20,Alexander Barabanov
46:26,0,0,2,3,4,2,0,0,00:00,46:26,2,0.0,0,0,0,0,00:00,3,-1,0,68,11:36,11:36,00:00,00:00,Brinson Pasichnuk
8797:21,119,121,309,1261,530,1291,21,38,801:54,7476:11,309,54.0,9.6,20,0,5,6,519:16,499,-16,240,11418,16:35,14:06,00:58,01:30,Boone Jenner
7610:50,124,65,71,829,335,223,14,64,853:47,6343:34,71,7.8,10,5,1,1,413:29,368,13,189,9116,22:43,18:56,01:14,02:32,Zach Werenski
6315:32,88,63,196,1019,435,392,9,24,498:24,5545:35,196,42.4,6.2,9,0,3,5,271:33,109,-29,151,8571,14:31,12:44,00:37,01:08,Nathan Gerbe
16720:05,522,216,481,2353,968,443,52,233,3015:55,13625:25,481,38.7,9.2,29,11,0,0,78:45,281,-16,738,21609,17:16,14:04,00:04,03:06,Jakub Voracek
9518:12,202,146,144,1307,570,317,37,85,1481:40,7982:44,144,46.4,11.2,23,6,1,1,53:48,172,8,348,12282,16:41,14:00,00:05,02:35,Gustav Nyquist
3168:35,24,18,758,293,374,1236,0,0,15:43,3056:26,758,39.5,6.1,4,0,0,0,96:26,117,-43,42,4654,08:28,08:10,00:15,00:02,Zac Rinaldo
3548:39,44,24,134,462,270,525,0,1,13:26,3152:13,134,50.8,5.2,6,1,0,3,383:00,110,-12,68,4852,13:08,11:40,01:25,00:02,Sean Kuraly
2758:38,30,7,71,161,203,219,0,0,07:40,2585:29,71,4.3,1,0,0,2,165:29,243,-7,37,3819,13:35,12:44,00:48,00:02,Scott Harrington
1320:38,10,6,47,142,118,182,1,1,13:45,1190:04,47,48.5,4.2,2,0,0,0,116:49,26,-7,16,1931,11:11,10:05,00:59,00:06,Brendan Gaunce
4545:20,94,83,58,709,302,215,11,24,519:19,4023:26,58,33.3,11.7,11,0,0,0,02:35,137,15,177,5668,15:03,13:19,00:00,01:43,Oliver Bjorkstrand
7159:18,185,90,375,895,429,211,12,57,1069:46,6053:47,375,46.4,10.1,8,3,0,1,35:45,136,-14,275,9164,16:41,14:06,00:05,02:29,Max Domi
3009:46,63,38,32,315,228,144,10,19,265:07,2742:21,32,41.4,12.1,2,0,0,0,02:18,74,-5,101,3928,13:12,12:01,00:00,01:09,Jack Roslovic
474:28,6,1,12,39,37,31,0,1,02:46,459:27,12,2.6,0,0,0,0,12:15,24,-10,7,659,12:49,12:25,00:19,00:04,Gabriel Carlsson
1635:11,17,2,30,111,112,85,1,1,34:33,1593:39,30,1.8,0,0,0,0,06:59,107,5,19,2186,14:35,14:13,00:03,00:18,Dean Kukan
892:12,9,11,20,102,68,39,3,6,95:18,796:11,20,44.8,10.8,2,0,0,0,00:43,36,-2,20,1147,13:07,11:42,00:00,01:24,Kevin Stenlund
2376:38,23,7,32,129,124,148,0,0,06:03,2161:27,32,5.4,2,0,0,0,209:08,169,-12,30,3025,19:09,17:25,01:41,00:02,Vladislav Gavrikov
6194:43,121,150,139,998,351,357,56,91,1051:59,5138:59,139,29.7,15.0,18,2,0,0,03:45,170,-29,271,7342,17:38,14:38,00:00,02:59,Patrik Laine
493:31,5,1,8,28,33,60,0,0,00:20,484:19,8,3.6,0,0,0,0,08:52,36,-3,6,632,14:57,14:40,00:16,00:00,Andrew Peeke
627:30,11,1,12,56,44,18,1,5,38:51,576:38,12,1.8,0,0,0,0,12:01,21,-2,12,772,14:15,13:06,00:16,00:52,Jake Bean
484:04,3,3,17,41,28,23,0,2,25:30,445:36,17,7.3,0,0,0,0,12:58,23,1,6,646,17:17,15:54,00:27,00:54,Gavin Bayreuther
1260:36,18,11,32,130,87,71,0,1,66:52,1138:51,32,36.0,8.5,1,1,0,0,54:53,27,-7,29,1595,14:29,13:05,00:37,00:46,Alexandre Texier
944:10,12,13,8,125,76,67,6,9,94:01,849:57,8,30.8,10.4,4,1,0,0,00:12,25,-8,25,1230,12:25,11:11,00:00,01:14,Emil Bemstrom
1406:47,15,15,16,164,120,197,0,0,05:13,1346:24,16,41.2,9.1,5,0,1,1,55:10,32,13,30,1928,11:43,11:13,00:27,00:02,Eric Robinson
330:40,5,0,6,43,26,16,0,0,00:28,318:31,6,20.0,0.0,0,0,0,0,11:41,5,1,5,415,12:43,12:15,00:26,00:01,Liam Foudy
1259:46,23,6,20,89,76,62,1,10,207:16,1049:37,20,6.7,1,0,0,0,02:53,72,-10,29,1494,16:34,13:48,00:02,02:43,Adam Boqvist
412:54,6,0,8,33,26,30,0,1,17:38,380:18,8,0.0,0,0,0,0,14:58,15,-2,6,520,15:52,14:37,00:34,00:40,Mikko Lehtonen
62:19,0,0,4,7,6,12,0,0,00:08,62:09,4,17.6,0.0,0,0,0,0,00:02,7,-1,0,89,10:23,10:21,00:00,00:01,Josh Dunne
1006:22,24,27,16,157,55,29,8,13,178:11,826:47,16,12.5,17.2,3,2,0,0,01:24,18,10,51,1052,18:17,15:01,00:01,03:14,Kirill Kaprizov
20923:55,346,83,308,1439,924,1052,26,141,2397:47,16716:18,308,50.0,5.8,9,2,1,9,1809:50,1574,31,429,24871,22:38,18:05,01:57,02:35,Alex Goligoski
15803:14,216,89,120,1150,707,615,32,102,1638:17,12776:36,120,33.3,7.7,15,2,0,5,1388:21,1199,48,305,19133,22:21,18:04,01:57,02:19,Jared Spurgeon
9831:39,103,24,222,621,556,670,3,8,229:30,8438:27,222,50.0,3.9,5,0,0,3,1163:42,908,19,127,13632,17:40,15:10,02:05,00:24,Jordie Benn
14428:07,139,35,455,870,725,1149,10,51,1088:00,12177:26,455,4.0,7,2,1,2,1162:41,957,-61,174,17728,19:54,16:47,01:36,01:30,Dmitry Kulikov
8390:03,123,86,540,697,604,1707,4,14,288:53,7497:26,540,47.0,12.3,10,0,5,8,603:44,359,11,209,10961,13:53,12:24,00:59,00:28,Marcus Foligno
10814:23,287,140,241,1242,618,644,27,112,1587:25,8943:03,241,36.5,11.3,23,4,1,2,283:55,406,40,427,13502,17:29,14:28,00:27,02:34,Mats Zuccarello
7447:28,54,12,211,350,405,364,2,7,205:01,6743:42,211,3.4,4,1,1,3,498:45,507,-18,66,9468,18:23,16:39,01:13,00:30,Jon Merrill
7229:26,121,103,215,1151,483,729,17,47,870:05,6272:46,215,48.9,8.9,17,0,1,2,86:35,166,-35,224,9675,14:58,12:59,00:10,01:48,Nick Bjugstad
629:52,7,4,75,39,63,143,0,0,04:28,585:56,75,85.7,10.3,1,0,0,2,39:28,24,-1,11,944,09:59,09:18,00:37,00:04,Joseph Cramarossa
552:42,5,2,15,61,56,69,0,0,10:00,527:56,15,71.4,3.3,0,0,0,0,14:46,23,-5,7,784,09:52,09:25,00:15,00:10,Kyle Rau
6999:49,122,80,84,790,459,266,16,58,924:36,5986:25,84,50.1,10.1,16,3,0,1,88:48,162,-26,202,9294,15:15,13:02,00:11,02:00,Victor Rask
13305:58,130,39,182,733,608,306,7,25,500:46,11527:25,182,5.3,8,1,1,4,1277:47,989,49,169,16188,21:53,18:57,02:06,00:49,Jonas Brodin
9330:53,127,68,271,906,462,598,25,69,1025:16,7855:11,271,100.0,7.5,13,6,0,3,450:26,499,28,195,10721,20:11,17:00,00:58,02:13,Matt Dumba
4761:21,73,58,320,643,365,456,3,7,177:33,4375:35,320,44.2,9.0,11,1,1,2,208:13,199,17,131,6288,13:02,11:59,00:34,00:29,Ryan Hartman
351:34,3,1,4,26,23,35,0,0,01:44,328:51,4,3.8,0,0,0,0,20:59,31,6,4,469,15:17,14:17,00:54,00:04,Dakota Mermis
1005:11,13,5,6,85,103,43,0,0,04:39,963:26,6,49.7,5.9,1,0,0,1,37:06,40,12,18,1499,09:45,09:21,00:21,00:02,Frederick Gaudreau
5147:20,107,91,165,826,337,174,21,56,723:27,4397:10,165,27.0,11.0,16,2,0,0,26:43,95,-6,198,6483,15:16,13:02,00:04,02:08,Kevin Fiala
3005:53,59,26,132,286,210,244,0,4,102:37,2778:08,132,42.5,9.1,1,0,0,0,125:08,115,-5,85,3861,14:18,13:13,00:35,00:29,Jordan Greenway
3830:44,53,43,88,471,266,472,1,3,90:38,3360:16,88,45.6,9.1,9,0,0,1,379:50,158,19,96,5049,14:24,12:37,01:25,00:20,Joel Eriksson Ek
55:33,0,0,0,4,3,2,0,0,08:14,47:19,0,0.0,0,0,0,0,00:00,1,0,0,62,18:31,15:46,00:00,02:44,Calen Addison
639:13,8,11,17,73,58,57,0,0,02:02,571:14,17,50.0,15.1,2,0,0,0,65:57,33,12,19,884,11:01,09:50,01:08,00:02,Nico Sturm
15166:48,304,217,293,1649,843,555,58,132,2268:38,11872:38,293,50.2,13.2,32,7,7,14,1025:32,286,-15,521,19353,17:59,14:05,01:12,02:41,Bryan Little
6629:49,78,12,276,468,395,390,3,19,349:48,5984:23,276,2.6,2,0,0,0,295:38,468,16,90,8278,16:47,15:09,00:44,00:53,Nathan Beaulieu
18135:44,528,279,659,2579,981,1206,48,219,2589:05,14542:05,659,45.0,10.8,40,4,14,24,1004:34,620,83,807,22725,18:29,14:49,01:01,02:38,Blake Wheeler
18989:08,492,263,470,2105,1001,579,72,232,2897:48,14799:51,470,53.6,12.5,50,5,2,8,1291:29,534,36,755,24386,18:58,14:47,01:17,02:53,Paul Stastny
7684:42,109,63,134,715,578,590,6,18,318:28,6698:18,134,48.2,8.8,10,0,2,5,667:56,303,-6,172,10783,13:17,11:35,01:09,00:33,Riley Nash
12162:46,109,24,623,716,654,1523,0,1,68:12,11074:21,623,3.4,4,0,4,7,1020:13,855,28,133,15564,18:35,16:55,01:33,00:06,Brenden Dillon
5460:54,66,7,151,368,321,452,2,10,194:17,4836:59,151,1.9,0,0,0,4,429:38,402,14,73,7214,17:00,15:04,01:20,00:36,Dylan DeMelo
6806:07,80,67,228,622,460,1305,6,16,295:59,5614:09,228,51.8,10.8,13,0,4,8,895:59,265,10,147,9807,14:47,12:12,01:56,00:38,Adam Lowry
11374:02,306,201,237,1255,575,448,53,120,1666:33,9399:01,237,45.8,16.0,31,9,2,8,308:28,343,79,507,13300,19:46,16:20,00:32,02:53,Mark Scheifele
843:28,10,5,49,66,87,85,0,0,06:10,808:33,49,44.3,7.6,0,0,0,0,28:45,44,4,15,1189,09:41,09:17,00:19,00:04,Dominic Toninato
8707:19,121,34,88,624,450,290,3,26,382:58,7738:40,88,0.0,5.4,4,0,0,2,585:41,600,81,155,10702,19:20,17:11,01:18,00:51,Nate Schmidt
338:23,1,1,13,31,32,66,0,1,07:03,310:03,13,49.3,3.2,0,0,0,0,21:17,13,-16,2,470,10:34,09:41,00:39,00:13,Luke Johnson
5503:20,88,61,74,549,411,470,7,13,196:16,4617:20,74,51.5,11.1,9,0,4,9,689:44,199,54,149,7675,13:23,11:14,01:40,00:28,Andrew Copp
7391:34,101,28,148,533,344,452,6,33,453:41,6377:12,148,50.0,5.3,5,1,1,2,560:41,561,30,129,8795,21:29,18:32,01:37,01:19,Josh Morrissey
6857:20,167,136,145,1111,416,200,27,61,801:33,6048:53,145,35.0,12.2,25,2,1,1,06:54,136,49,303,8769,16:29,14:32,00:00,01:55,Nikolaj Ehlers
127:14,0,0,5,9,11,12,0,0,00:12,127:02,5,0.0,0,0,0,0,00:00,6,-1,0,177,11:34,11:32,00:00,00:01,Nelson Nogier
43:43,0,0,0,0,6,8,0,0,00:00,43:43,0,0,0,0,0,00:00,2,-1,0,60,07:17,07:17,00:00,00:00,Austin Poganski
06:26,0,0,0,0,1,1,0,0,00:00,06:26,0,25.0,0,0,0,0,00:00,0,-1,0,10,06:26,06:26,00:00,00:00,CJ Suess
5654:38,120,131,84,848,305,64,37,62,919:14,4598:14,84,42.2,15.4,25,4,2,3,137:10,90,-6,251,6551,18:32,15:04,00:26,03:00,Kyle Connor
526:20,6,3,9,45,55,19,0,0,03:22,522:58,9,47.8,6.7,0,0,0,0,00:00,13,-4,9,703,09:34,09:30,00:00,00:03,Jansen Harkins
785:15,8,2,22,50,54,26,0,0,11:56,772:28,22,4.0,0,0,0,0,00:51,59,-5,10,981,14:32,14:18,00:00,00:13,Sami Niku
489:14,3,1,26,63,37,49,0,0,00:06,479:34,26,1.6,0,0,0,0,09:34,31,13,4,650,13:13,12:57,00:15,00:00,Logan Stanley
4763:25,105,74,200,573,280,386,10,40,605:46,4122:47,200,43.9,12.9,16,6,0,0,34:52,174,14,179,5978,17:00,14:43,00:07,02:09,Pierre-Luc Dubois
138:25,2,0,0,6,17,9,0,0,00:34,137:39,0,0.0,0,0,0,0,00:12,6,0,2,200,08:08,08:05,00:00,00:02,Kristian Vesalainen
5018:10,101,16,99,463,226,489,6,53,464:31,4172:35,99,0.0,3.5,2,0,0,1,381:04,291,-1,117,6183,22:12,18:27,01:41,02:03,Neal Pionk
158:24,0,1,0,5,26,5,0,0,00:19,157:05,0,53.6,20.0,1,0,0,0,01:00,6,-3,1,226,06:05,06:02,00:02,00:00,David Gustafsson
222:09,4,1,6,19,13,5,0,1,10:40,209:45,6,5.3,0,0,0,0,01:44,14,1,5,283,17:05,16:08,00:08,00:49,Ville Heinola
105:26,0,0,2,9,16,10,0,0,00:02,104:14,2,0.0,0,0,0,0,01:10,8,-3,0,151,06:35,06:30,00:04,00:00,Joona Luoto
7703:00,85,57,223,645,613,732,0,0,37:24,6359:27,223,56.7,8.8,13,1,4,8,1306:09,319,-8,142,11219,12:33,10:22,02:07,00:03,Jay Beagle
17145:38,344,250,194,1932,977,259,60,134,2228:52,13529:59,194,36.1,12.9,34,9,10,19,1386:47,395,34,594,21544,17:32,13:50,01:25,02:16,Loui Eriksson
15803:52,289,249,568,2094,950,1550,48,101,1928:35,12818:24,568,41.5,11.9,36,5,6,13,1056:53,411,40,538,20908,16:38,13:29,01:06,02:01,Andrew Ladd
17019:18,215,55,273,1219,856,974,9,77,1337:04,14230:09,273,50.0,4.5,5,0,0,1,1452:05,881,65,270,20937,19:52,16:37,01:41,01:33,Anton Stralman
20344:38,513,391,332,3525,1122,186,115,310,3616:40,16667:42,332,41.8,11.1,70,11,1,1,60:16,266,-124,904,24432,18:07,14:51,00:03,03:13,Phil Kessel
7337:45,108,81,1004,717,554,826,1,9,232:53,6375:20,1004,47.5,11.3,14,0,0,4,729:32,363,4,189,11337,13:14,11:30,01:19,00:25,Antoine Roussel
6483:23,65,46,214,500,445,650,3,9,168:26,5667:52,214,49.8,9.2,9,0,2,3,647:05,251,-54,111,8604,14:34,12:44,01:27,00:22,Johan Larsson
5518:13,98,82,156,587,372,319,16,34,627:59,4867:07,156,38.1,14.0,9,2,1,1,23:07,117,-17,180,7085,14:50,13:05,00:03,01:41,Ryan Dzingel
1291:56,28,13,12,86,124,47,1,4,73:08,1179:44,12,41.7,15.1,1,0,0,0,39:04,46,12,41,1755,10:25,09:30,00:18,00:35,Travis Boyd
3612:43,42,27,88,447,303,706,3,4,141:32,3454:54,88,30.2,6.0,5,0,0,0,16:17,121,12,69,5000,11:55,11:24,00:03,00:28,Dmitrij Jaskin
7592:51,159,60,129,911,381,201,27,106,1325:07,6236:01,129,100.0,6.6,11,6,0,0,31:43,456,-31,219,9210,19:55,16:22,00:04,03:28,Shayne Gostisbehere
203:47,4,1,68,23,29,68,0,0,00:01,203:23,68,25.0,4.3,0,0,0,0,00:23,2,5,5,305,07:01,07:00,00:00,00:00,Liam O'Brien
4918:38,127,55,68,446,301,65,14,43,694:38,4105:00,68,39.7,12.3,7,1,0,2,119:00,137,1,182,6260,16:20,13:38,00:23,02:18,Nick Schmaltz
3399:56,36,38,63,410,265,530,5,9,312:08,2989:26,63,31.0,9.3,5,2,0,0,98:22,91,-38,74,4909,12:49,11:16,00:22,01:10,Christian Fischer
3650:35,40,36,201,407,281,833,0,2,24:48,3215:18,201,44.7,8.8,6,0,4,4,410:29,138,-31,76,5347,12:59,11:26,01:27,00:05,Lawson Crouse
5089:55,125,68,94,720,293,63,13,65,883:35,4181:12,94,41.1,9.4,13,2,0,1,25:08,76,-42,193,6499,17:22,14:16,00:05,03:00,Clayton Keller
5942:27,75,46,171,630,290,391,16,36,564:34,5137:48,171,7.3,6,1,0,0,240:05,432,-26,121,7076,20:29,17:42,00:49,01:56,Jakob Chychrun
440:58,7,0,8,32,33,18,0,0,05:41,420:39,8,0.0,0,0,0,0,14:38,22,8,7,601,13:21,12:44,00:26,00:10,Conor Timmins
1946:08,9,1,41,104,134,404,0,0,03:31,1921:18,41,1.0,0,0,0,0,21:19,186,-18,10,2652,14:31,14:20,00:09,00:01,Ilya Lyubushkin
65:14,1,1,0,6,4,4,0,0,05:41,58:40,0,16.7,0,0,0,0,00:53,0,4,2,83,16:18,14:40,00:13,01:25,Victor Soderstrom
5644:02,118,104,46,724,335,188,26,49,957:11,4683:33,46,17.6,14.4,15,1,0,0,03:18,139,-17,222,6992,16:50,13:58,00:00,02:51,Evgenii Dadonov
14292:59,301,304,433,2719,811,1042,73,151,2115:00,11654:01,433,45.9,11.2,61,16,7,10,523:58,366,61,605,18055,17:37,14:22,00:38,02:36,Max Pacioretty
12993:50,165,73,203,987,660,914,19,79,1162:14,10811:55,203,0.0,7.4,14,3,1,3,1019:41,1326,54,238,16890,19:41,16:22,01:32,01:45,Alec Martinez
19669:23,357,116,257,1927,799,543,34,154,2194:15,15369:18,257,0.0,6.0,27,4,0,9,2105:50,1455,97,473,24010,24:37,19:14,02:38,02:44,Alex Pietrangelo
9365:20,78,20,379,529,507,1289,1,7,154:04,8185:50,379,100.0,3.8,4,0,1,3,1025:26,771,71,98,12108,18:28,16:08,02:01,00:18,Brayden McNabb
10648:41,221,158,168,1291,630,495,36,85,1321:12,8532:35,168,35.6,12.2,21,2,7,14,794:54,239,109,379,13611,16:54,13:32,01:15,02:05,Reilly Smith
9543:32,276,170,175,1078,504,379,36,108,1365:43,7611:45,175,44.1,15.8,30,5,5,9,566:04,361,100,446,11530,18:56,15:06,01:07,02:42,Mark Stone
